APARTMENT_ID,APARTMENT_NAME,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,NUMBER_OF_HOUSES,RESIDENTS,BIN_CAPACITY_KG,WASTE_GENERATION_KG_DAY,DAYS_SINCE_COLLECTION,RAIN,TEMPERATURE_C,DAY_OF_WEEK,FILL_PERCENTAGE,FILL_LEVEL
APT_00635,Apartment_Mathur_N019,N02,N019,MATHUR,CHINNAMATHUR MAIN ROAD,CHINNAMATHUR STREET,S_W019_004,13.17342,80.249308,71,291,1000,188.75,2,No,28.7,1,56.5,Medium
APT_00636,Apartment_Mathur_N019,N02,N019,MATHUR,MATHUR MAIN ROAD,ADUKKUMADI KUDIYEERUPU,S_W019_001,13.166968,80.248587,212,1051,240,468.04,3,No,26.6,0,100.0,Full
APT_00637,Apartment_Mathur_N019,N02,N019,MATHUR,MATHUR MAIN ROAD,ADUKKUMADI KUDIYEERUPU,S_W019_002,13.166899,80.249687,86,422,240,111.03,2,Yes,33.5,6,91.0,Full
APT_00638,Apartment_Mathur_N019,N02,N019,MATHUR,CHINNAMATHUR MAIN ROAD,M.G.R SALAI,S_W019_002,13.164978,80.230331,103,214,240,73.12,2,No,32.5,5,79.5,Full
APT_00639,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND STREET,S_W019_001,13.171303,80.247506,242,960,240,315.59,1,Yes,26.6,1,100.0,Full
APT_00640,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 5TH CROSS STREET,S_W019_001,13.170752,80.249721,286,568,360,210.28,1,Yes,34.3,2,78.7,Full
APT_00641,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 5TH CROSS STREET,S_W019_002,13.170799,80.2497,208,1032,1000,406.82,3,No,29.1,0,100.0,Full
APT_00642,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 5TH CROSS STREET,S_W019_003,13.168713,80.230828,277,1387,1000,717.73,1,No,30.6,5,85.8,Full
APT_00643,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 4TH MAIN ROAD CROSS STREET,S_W019_001,13.173751,80.246132,260,1031,1000,474.54,4,No,32.2,0,100.0,Full
APT_00644,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_001,13.167469,80.243039,155,771,360,393.13,0,No,34.5,4,100.0,Full
APT_00645,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_002,13.167805,80.250128,236,1176,500,751.15,1,No,26.7,4,100.0,Full
APT_00646,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_003,13.169159,80.249906,112,563,660,151.8,0,Yes,31.1,5,24.2,Empty
APT_00647,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_004,13.16769,80.25012,149,298,240,76.22,4,No,32.1,5,100.0,Full
APT_00648,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_005,13.171299,80.249612,170,334,360,172.41,2,No,34.6,6,87.3,Full
APT_00649,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_006,13.172967,80.249342,289,1444,500,676.52,0,No,33.3,2,100.0,Full
APT_00650,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_007,13.173976,80.249209,258,773,360,342.52,0,No,35.0,5,92.5,Full
APT_00651,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_008,13.169094,80.249894,157,468,360,276.74,4,No,24.9,1,100.0,Full
APT_00652,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD,S_W019_009,13.173901,80.251705,203,407,360,127.61,4,Yes,29.1,1,100.0,Full
APT_00653,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD CROSS STREET,S_W019_001,13.17129,80.244388,76,300,120,143.83,1,Yes,27.7,6,100.0,Full
APT_00654,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD CROSS STREET,S_W019_002,13.171289,80.244413,246,1227,660,764.14,3,No,30.0,6,100.0,Full
APT_00655,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 3RD MAIN ROAD CROSS STREET,S_W019_003,13.171617,80.246868,175,881,1000,377.37,1,Yes,33.7,4,58.9,Medium
APT_00656,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_001,13.169341,80.247511,169,671,660,323.4,4,No,29.9,2,100.0,Full
APT_00657,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_002,13.169361,80.247567,235,936,1000,260.21,3,Yes,24.4,2,85.1,Full
APT_00658,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_003,13.167679,80.247963,197,780,360,303.95,2,No,32.0,5,100.0,Full
APT_00659,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_004,13.168522,80.247871,40,124,120,33.05,4,No,24.1,1,100.0,Full
APT_00660,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_005,13.173732,80.247156,100,404,240,193.5,1,Yes,25.2,3,100.0,Full
APT_00661,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_006,13.172549,80.247305,69,349,1000,169.68,4,No,32.7,2,74.2,Full
APT_00662,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD,S_W019_007,13.171261,80.247501,226,671,120,422.96,1,Yes,34.0,1,100.0,Full
APT_00663,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 8TH STREET,G_W019_001,13.169338,80.251494,29,86,500,43.46,4,No,27.8,4,80.8,Full
APT_00664,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD CROSS STREET,S_W019_001,13.16771,80.248394,76,300,120,75.36,4,No,30.8,4,100.0,Full
APT_00665,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD CROSS STREET,S_W019_002,13.167719,80.248425,187,754,240,439.8,2,No,30.6,1,100.0,Full
APT_00666,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 2ND MAIN ROAD CROSS STREET,S_W019_001,13.169395,80.24745,215,427,120,163.06,0,No,24.7,4,100.0,Full
APT_00667,Apartment_Mathur_N019,N02,N019,MATHUR,PERIYAMATHUR,PONNIAMMAN KOIL STREET,S_W019_001,13.170962,80.244025,161,481,120,257.68,3,No,30.5,6,100.0,Full
APT_00668,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD,S_W019_001,13.170419,80.249686,261,1043,120,370.9,3,No,24.1,6,100.0,Full
APT_00669,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD,S_W019_002,13.171105,80.245529,278,1117,500,618.92,4,No,33.8,6,100.0,Full
APT_00670,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD,S_W019_003,13.169991,80.245732,57,232,660,144.07,1,No,33.0,2,24.9,Empty
APT_00671,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD,S_W019_004,13.169499,80.245776,287,1442,240,406.25,1,No,27.4,4,100.0,Full
APT_00672,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD,S_W019_005,13.17062,80.249656,192,766,660,358.29,1,No,27.1,5,68.9,Medium
APT_00673,Apartment_Mathur_N019,N02,N019,MATHUR,MMDA,MMDA 1ST MAIN ROAD,S_W019_006,13.168145,80.251102,198,799,360,372.46,1,No,26.3,6,100.0,Full
APT_00674,Apartment_Mathur_N019,N02,N019,MATHUR,KARUMARIYAMMAN KOIL,KARUMARIYAMMAN SALAI,S_W019_001,13.166889,80.249624,46,146,660,53.23,0,No,35.4,3,22.8,Empty
APT_00675,Apartment_Mathur_N019,N02,N019,MATHUR,KARUMARIYAMMAN KOIL,KARUMARIYAMMAN SALAI,S_W019_002,13.168691,80.230806,194,583,500,225.43,0,Yes,34.1,5,53.7,Medium
APT_00676,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,CHINNAKANNU STREET,S_W020_001,13.165643,80.253067,223,1119,660,582.4,2,No,34.1,3,100.0,Full
APT_00677,Apartment_Manali_N020,N02,N020,MANALI,BURIAL GROUND ROAD,MULLAI GARDEN 1ST STREET,G_W020_001,13.169573,80.255374,183,558,1000,204.81,4,No,29.6,5,82.9,Full
APT_00678,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,NEW M.G.R.NAGAR 1ST STREET,S_W020_001,13.166093,80.252138,43,179,1000,46.94,0,Yes,33.7,2,1.9,Empty
APT_00679,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,KAMARAJAR SALAI,S_W020_001,13.163779,80.257161,167,329,500,183.47,1,No,31.1,0,68.8,Medium
APT_00680,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,KAMARAJAR SALAI,S_W020_002,13.164541,80.25486,282,569,1000,284.54,4,No,27.6,2,91.0,Full
APT_00681,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,KAMARAJAR SALAI,S_W020_003,13.162437,80.262933,223,445,660,155.83,0,No,29.2,2,46.0,Medium
APT_00682,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,BALARAMAN STREET,S_W020_001,13.165971,80.25266,58,109,240,69.17,0,No,28.9,5,43.9,Medium
APT_00683,Apartment_Manali_N020,N02,N020,MANALI,PRIMARY HEALTH CENTRE,SANTHANAKRISHNAN STREET,S_W020_001,13.168485,80.257807,289,1153,1000,702.61,4,Yes,28.2,4,100.0,Full
APT_00684,Apartment_Manali_N020,N02,N020,MANALI,VOC KALYANA MANDAPAM,SRINIVASA PERUMAL KOIL STREET,S_W020_001,13.171135,80.255608,289,1166,120,741.28,1,No,26.9,4,100.0,Full
APT_00685,Apartment_Manali_N020,N02,N020,MANALI,VOC KALYANA MANDAPAM,SRINIVASA PERUMAL KOIL STREET,S_W020_002,13.170586,80.255547,67,278,360,126.46,1,No,28.8,1,62.4,Medium
APT_00686,Apartment_Manali_N020,N02,N020,MANALI,VOC KALYANA MANDAPAM,SRINIVASAPERUMAL KOIL MELANDAI 1ST STREET,S_W020_001,13.168909,80.255317,245,741,120,254.95,0,No,31.2,4,100.0,Full
APT_00687,Apartment_Manali_N020,N02,N020,MANALI,VOC KALYANA MANDAPAM,SRINIVASAPERUMAL KOIL MELANDAI 1ST STREET,S_W020_002,13.168837,80.255323,134,546,660,174.46,2,No,26.4,4,60.5,Medium
APT_00688,Apartment_Manali_N020,N02,N020,MANALI,VOC KALYANA MANDAPAM,SRINIVASAPERUMAL KOIL KEELANDAI 1ST STREET,S_W020_001,13.165785,80.255682,186,374,1000,235.4,4,No,25.7,6,89.7,Full
APT_00689,Apartment_Manali_N020,N02,N020,MANALI,VOC KALYANA MANDAPAM,SRINIVASAPERUMAL KOIL KEELANDAI 1ST STREET,S_W020_002,13.170293,80.257148,145,440,660,266.79,4,No,32.3,1,100.0,Full
APT_00690,Apartment_Manali_N020,N02,N020,MANALI,LALBAGADHUR SASTHRI NAGAR,LALBAGADHUR SASTHRI 1ST STREET,S_W020_001,13.165029,80.253984,239,471,120,257.34,3,No,30.3,4,100.0,Full
APT_00691,Apartment_Manali_N020,N02,N020,MANALI,MANALI HIGHER SECONDARY SCHOOL,THAMARAIKULAM 2ND STREET,S_W020_001,13.165828,80.25699,300,596,240,270.71,3,No,28.2,0,100.0,Full
APT_00692,Apartment_Manali_N020,N02,N020,MANALI,MANALI ERIKKARAI,CHOCKAMMAKULAM STREET,S_W020_001,13.167486,80.256958,243,479,360,193.4,3,No,34.9,5,100.0,Full
APT_00693,Apartment_Manali_N020,N02,N020,MANALI,MANALI ERIKKARAI,CHOCKAMMAKULAM STREET,S_W020_002,13.167417,80.257403,281,571,120,303.42,3,Yes,29.5,5,100.0,Full
APT_00694,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,CHINNAMATHUR ROAD,S_W020_001,13.171672,80.255038,285,857,500,217.52,2,No,28.0,5,82.7,Full
APT_00695,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,CHINNAMATHUR ROAD,S_W020_002,13.172182,80.254687,45,189,120,86.89,1,Yes,26.6,3,88.2,Full
APT_00696,Apartment_Manali_N020,N02,N020,MANALI,EB OFFICE,CHINNAMATHUR ROAD,S_W020_003,13.162438,80.262994,91,362,500,188.77,4,Yes,27.9,3,100.0,Full
APT_00697,Apartment_Manali_N020,N02,N020,MANALI,BURIAL GROUND ROAD,MULLAI GARDEN 2ND STREET,S_W020_001,13.170358,80.255108,222,664,500,366.2,4,No,27.3,0,100.0,Full
APT_00698,Apartment_Manali_N020,N02,N020,MANALI,BURIAL GROUND ROAD,MULLAI GARDEN 2ND STREET,S_W020_002,13.170173,80.255478,185,374,500,160.98,0,Yes,34.4,3,41.1,Medium
APT_00699,Apartment_Manali_N020,N02,N020,MANALI,MANALI ERIKKARAI,J.J.NAGAR,S_W020_001,13.172214,80.254714,34,69,1000,37.82,0,Yes,34.7,5,16.3,Empty
APT_00700,Apartment_Manali_N021,N02,N021,MANALI,AMBEDKAR PLAY GROUND,KAKKANJEE STREET,S_W021_001,13.165816,80.263119,46,181,660,52.19,3,No,29.0,6,66.2,Medium
APT_00701,Apartment_Manali_N021,N02,N021,MANALI,THIRUVALLUVAR THIRUMANA MANDAPAM,SANNATHI STREET,S_W021_001,13.166031,80.261266,166,826,240,283.57,0,No,27.1,0,100.0,Full
APT_00702,Apartment_Manali_N021,N02,N021,MANALI,ANGANVADI SCHOOL,VARADHARAJAN STREET,S_W021_001,13.164733,80.257824,193,579,500,178.24,4,No,25.6,3,100.0,Full
APT_00703,Apartment_Manali_N021,N02,N021,MANALI,AMBEDKAR PLAY GROUND,THIRUVENKADAM STREET,S_W021_001,13.165099,80.262708,67,125,660,48.24,4,No,32.6,1,66.8,Medium
APT_00704,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,NEDUNCHEZHIAN STREET,S_W021_004,13.170263,80.25716,68,197,1000,76.37,0,No,34.5,2,21.1,Empty
APT_00705,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,NEDUNCHEZHIAN STREET,S_W021_001,13.172566,80.256745,56,102,500,40.76,3,No,28.9,5,58.9,Medium
APT_00706,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,NEDUNCHEZHIAN STREET,S_W021_002,13.17257,80.256767,178,349,120,152.28,0,No,34.5,0,100.0,Full
APT_00707,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,NEDUNCHEZHIAN STREET,S_W021_003,13.168874,80.257871,22,60,360,25.47,1,No,27.0,0,30.0,Empty
APT_00708,Apartment_Manali_N021,N02,N021,MANALI,KAMARAJAR SALAI,T.V.K.STREET,S_W021_001,13.16387,80.261974,180,891,1000,397.55,2,No,31.3,1,78.8,Full
APT_00709,Apartment_Manali_N021,N02,N021,MANALI,PRIMARY SCHOOL BACKSIDE,DR.AMBEDHKAR STREET,S_W021_001,13.166789,80.259379,153,603,120,332.28,3,No,25.0,1,100.0,Full
APT_00710,Apartment_Manali_N021,N02,N021,MANALI,PRIMARY SCHOOL BACKSIDE,DR.AMBEDHKAR STREET,S_W021_002,13.166884,80.259314,150,757,500,232.25,0,No,30.8,5,58.4,Medium
APT_00711,Apartment_Manali_N021,N02,N021,MANALI,PRIMARY SCHOOL BACKSIDE,DR.AMBEDHKAR STREET,S_W021_003,13.164233,80.259359,210,623,500,243.15,0,Yes,31.7,1,50.1,Medium
APT_00712,Apartment_Manali_N021,N02,N021,MANALI,PRIMARY SCHOOL BACKSIDE,DR.AMBEDHKAR STREET,S_W021_004,13.164765,80.259328,166,499,240,124.78,1,Yes,31.7,6,66.0,Medium
APT_00713,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,E.V.R. PERIYAR STREET,S_W021_002,13.165211,80.261718,224,664,360,173.5,3,No,33.3,6,100.0,Full
APT_00714,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,E.V.R. PERIYAR STREET,S_W021_003,13.165357,80.259452,234,477,1000,234.96,2,Yes,25.1,5,68.8,Medium
APT_00715,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,E.V.R. PERIYAR STREET,S_W021_004,13.165361,80.259372,278,829,500,497.73,1,Yes,27.3,3,100.0,Full
APT_00716,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,E.V.R. PERIYAR STREET,S_W015_001,13.165212,80.262167,244,737,1000,274.43,0,Yes,32.3,5,37.7,Empty
APT_00717,Apartment_Manali_N021,N02,N021,MANALI,KANNIAMMAN KOIL,THAMARAIKULAM 1ST STREET,S_W021_001,13.165363,80.257279,165,498,360,204.56,4,Yes,31.1,1,100.0,Full
APT_00718,Apartment_Manali_N021,N02,N021,MANALI,JALAGANDAMARIAMMAN KOIL,JALAGANDAMARIAMMAN KOIL STREET,S_W021_001,13.16416,80.263617,158,322,1000,107.53,3,No,35.4,6,67.6,Medium
APT_00719,Apartment_Manali_N021,N02,N021,MANALI,KAMARAJAR SALAI,SRINIVASAN STREET,S_W021_001,13.167516,80.260542,86,347,500,106.57,4,No,33.4,2,76.9,Full
APT_00720,Apartment_Manali_N021,N02,N021,MANALI,KAMARAJAR SALAI,SRINIVASAN STREET,S_W021_002,13.165128,80.26041,188,940,1000,567.42,2,Yes,29.7,3,84.8,Full
APT_00721,Apartment_Manali_N021,N02,N021,MANALI,AMULLAIVOYAL,AYEERAMKATHAMMAN KOIL STREET,S_W021_001,13.169376,80.257572,59,301,240,144.13,4,Yes,30.4,6,100.0,Full
APT_00722,Apartment_Manali_N021,N02,N021,MANALI,MANALI HIGHER SECONDARY SCHOOL,PADASALAI STREET,S_W021_001,13.167629,80.258407,281,569,360,302.68,3,No,31.9,0,100.0,Full
APT_00723,Apartment_Manali_N021,N02,N021,MANALI,MANALI HIGHER SECONDARY SCHOOL,PADASALAI STREET,S_W021_002,13.167608,80.258367,257,511,120,308.01,2,No,24.1,0,100.0,Full
APT_00724,Apartment_Manali_N021,N02,N021,MANALI,MANALI HIGHER SECONDARY SCHOOL,PADASALAI STREET,S_W021_003,13.165731,80.258562,53,274,240,132.99,2,No,28.4,4,100.0,Full
APT_00725,Apartment_Manali_N021,N02,N021,MANALI,MANALI HIGHER SECONDARY SCHOOL,PADASALAI STREET,S_W021_004,13.164416,80.258589,240,1210,120,389.76,2,No,25.5,6,100.0,Full
APT_00726,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,POONGAVANAM STREET,S_W021_001,13.164432,80.262368,52,213,240,114.02,2,No,26.9,6,82.7,Full
APT_00727,Apartment_Manali_N021,N02,N021,MANALI,NEDUNCHEZHIAN SALAI,POONGAVANAM STREET,S_W021_002,13.164439,80.263113,222,675,240,370.66,3,No,34.0,6,100.0,Full
APT_00728,Apartment_Puzhal_N022,N03,N022,PUZHAL,Balaji Nagar,Macro Marble 2nd Main Road (Balaji Nagar),S_W022_001,13.171302,80.213899,44,168,1000,69.82,2,No,30.6,3,49.1,Medium
APT_00729,Apartment_Puzhal_N022,N03,N022,PUZHAL,Balaji Nagar,Macro Marble 2nd Main Road (Balaji Nagar),S_W022_002,13.170443,80.214172,157,629,360,312.44,4,No,34.3,4,100.0,Full
APT_00730,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Central Jail,G.N.T. ROAD(Near Central Jail),S_W022_001,13.165175,80.202293,204,1023,660,454.03,4,No,34.7,5,100.0,Full
APT_00731,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Panchayat Office,Gandhi Main Street,S_W022_001,13.164543,80.206498,224,905,660,346.8,2,No,33.7,1,93.0,Full
APT_00732,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Panchayat Office,Gandhi Main Street,S_W022_002,13.164746,80.20484,137,266,1000,138.05,1,No,33.1,6,31.5,Empty
APT_00733,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Panchayat Office,Gandhi Main Street,S_W022_003,13.164833,80.204847,278,1118,500,390.16,3,No,26.0,5,100.0,Full
APT_00734,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Panchayat Office,Gandhi Main Street,S_W022_004,13.164814,80.203908,237,1176,1000,448.04,3,No,27.2,0,96.1,Full
APT_00735,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Panchayat Office,Gandhi Main Street,S_W022_005,13.165504,80.210008,78,231,360,95.24,1,No,32.4,3,40.6,Medium
APT_00736,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Gurushanthi Nagar,Gurushanthi Nagar Main Street.,S_W022_001,13.171919,80.200576,208,420,500,208.26,4,No,27.6,2,93.1,Full
APT_00737,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Gurushanthi Nagar,Gurushanthi Nagar Main Street.,S_W022_002,13.171919,80.200576,225,446,660,263.53,3,No,28.5,5,98.5,Full
APT_00738,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar Main Street,S_W022_004,13.169773,80.203035,113,572,120,283.69,3,Yes,35.2,3,100.0,Full
APT_00739,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar Main Street,G_W022_001,13.168901,80.192647,227,690,120,372.9,3,No,32.5,6,100.0,Full
APT_00740,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar Main Street,S_W022_001,13.167802,80.192302,272,1081,120,396.8,1,No,25.3,3,100.0,Full
APT_00741,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar Main Street,S_W022_002,13.171055,80.195106,249,1240,660,601.36,3,No,32.7,3,100.0,Full
APT_00742,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar Main Street,S_W022_003,13.170918,80.195947,234,459,360,133.82,0,No,33.5,1,46.5,Medium
APT_00743,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar 19th Street,S_W022_001,13.1685,80.193213,198,400,240,174.12,3,No,35.0,5,100.0,Full
APT_00744,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar 19th Street,S_W022_002,13.166993,80.194073,96,488,660,256.66,2,No,32.2,3,74.2,Full
APT_00745,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Near Yacob Plot,Kannappaswamy Nagar 27th Street,S_W022_001,13.171927,80.195747,243,974,120,313.52,2,Yes,25.1,3,100.0,Full
APT_00746,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Near Yacob Plot,Kannappaswamy Nagar 27th Street,S_W022_002,13.171741,80.19477,122,236,240,144.16,3,No,33.2,5,100.0,Full
APT_00747,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kavankarai Arch,Valluvar Street,G_W022_001,13.170866,80.19674,169,669,360,278.89,1,Yes,31.9,5,100.0,Full
APT_00748,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar 7th Street,S_W022_001,13.169083,80.199926,108,206,1000,106.8,3,Yes,29.5,4,78.6,Full
APT_00749,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar 7th Street,S_W022_002,13.170505,80.193014,107,535,660,234.31,0,No,33.1,1,53.7,Medium
APT_00750,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannadapalayam,Jeeva Main Street,S_W022_001,13.168875,80.200996,64,325,660,176.44,3,Yes,30.3,6,80.5,Full
APT_00751,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannadapalayam,Jeeva Main Street,S_W022_002,13.169585,80.202697,290,1443,660,698.01,3,No,35.2,5,100.0,Full
APT_00752,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar 24th Street,S_W022_001,13.170372,80.193681,61,190,240,56.82,0,No,35.2,5,31.7,Empty
APT_00753,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Near Yacob Plot,Kannappaswamy Nagar 28th Street,S_W022_001,13.169773,80.203035,44,127,360,78.73,3,No,26.7,3,72.0,Full
APT_00754,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kavankarai Arch,Azhagiri Street,S_W022_001,13.169091,80.199934,283,1415,1000,727.34,3,No,29.3,5,100.0,Full
APT_00755,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kavankarai Arch,Azhagiri Street,S_W022_002,13.169114,80.199917,175,704,660,308.94,2,No,26.4,4,78.3,Full
APT_00756,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Thiruneelagandar Nagar,Thiruneelagandar Nagar 3rd Part,S_W022_001,13.174286,80.201703,143,573,500,298.33,3,No,28.0,2,100.0,Full
APT_00757,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Thiruneelagandar Nagar,Thiruneelagandar Nagar 3rd Part,S_W022_002,13.174318,80.201688,227,454,120,160.88,0,No,26.7,3,100.0,Full
APT_00758,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Thiruneelagandar Nagar,Thiruneelagandar Nagar Main Street,S_W022_001,13.17316,80.201109,127,505,660,281.58,4,No,30.1,0,100.0,Full
APT_00759,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near JAIN TEMPLE,Sivaraj Main Street,S_W022_002,13.166348,80.204868,55,219,360,90.77,4,No,24.0,0,89.4,Full
APT_00760,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near JAIN TEMPLE,Sivaraj Main Street,S_W022_001,13.166369,80.204928,225,670,360,383.25,3,No,33.5,3,100.0,Full
APT_00761,Apartment_Puzhal_N022,N03,N022,PUZHAL,Near Central Jail,G.N.T. ROAD,S_W022_001,13.165149,80.202274,69,341,660,122.63,0,Yes,25.9,5,30.3,Empty
APT_00762,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Kannappaswamy Nagar,Kannappaswamy Nagar 9th Street,S_W022_001,13.171043,80.192834,175,355,360,200.97,2,No,27.3,5,84.5,Full
APT_00763,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Near Central Jail,Puzhal Central Jail Housing,S_W022_001,13.167964,80.198315,286,1152,500,705.8,4,Yes,26.1,5,100.0,Full
APT_00764,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Near Central Jail,Puzhal Central Jail Housing,S_W022_002,13.168632,80.196276,283,1422,120,913.39,3,No,28.2,2,100.0,Full
APT_00765,Apartment_Kavankarai_N022,N03,N022,KAVANKARAI,Meenakshi Nagar,Meenakshi Nagar Main Road.,S_W022_001,13.169773,80.203035,121,480,240,269.13,4,No,24.9,3,100.0,Full
